text,label
"ડોનાલ્ડ ટ્રમ્પની ઝુંબેશનું કેન્દ્રબિંદુ, અને હવે તેમનું પ્રમુખપદ, તેમની શ્વેત સર્વોપરિતાની રીતો રહી છે.તેથી જ તે ઘણા બધા જાહેર ઝઘડાઓમાં રંગીન લોકોનો સમાવેશ કરે છે.તેમના મનપસંદ લક્ષ્યોમાંનું એક, અલબત્ત, રાષ્ટ્રીય ફૂટબોલ લીગના ખેલાડીઓ છે જેઓ જાતિવાદી પોલીસની નિર્દયતાના વિરોધમાં રાષ્ટ્રગીત દરમિયાન ઘૂંટણિયે પડીને તેમના પ્રથમ સુધારાના અધિકારોનો ઉપયોગ કરવાની હિંમત કરે છે.ઠીક છે, ત્યાં એક વ્યક્તિ છે જેણે શોધી કાઢ્યું છે કે જાતિવાદ વ્યવસાય માટે ખરાબ છે, ભલે તેને ઓ મળી હોય",0
"રિપબ્લિકન ઓવરટાઇમ કામ કરી રહ્યા છે તેઓ તેમના ટેક્સ બિલના કૌભાંડને જાહેર જનતાને વેચવાનો પ્રયાસ કરી રહ્યા છે જે નાણાકીય રાહત સાથે મધ્યમ-વર્ગ અને કામદાર-વર્ગના પરિવારોને સીધા લક્ષ્ય બનાવે છે.સત્યથી આગળ કંઈ ન હોઈ શકે, અને તેઓ વારંવાર તેના પર હથોડો લાવે છે.સીએનબીસી પર બોલતા, પોલ રાયન સંપૂર્ણ થ્રોટલ જઈ રહ્યો હતો, અમને સમજાવવાનો પ્રયાસ કરી રહ્યો હતો કે અમને જે નજીવી બચત મળી રહી છે તે વાસ્તવમાં તેના મોટા પૈસાની રાહ જોઈ રહી છે. પરંતુ તે માત્ર સામાન્ય વાત કરવાના મુદ્દા સાથે જતો ન હતો.એક સ્મગ દેખાવ સાથે કે માત્ર",0
"રિપબ્લિકનને ઓબામાકેર માટે સક્ષમ રિપ્લેસમેન્ટ સાથે આવવા માટે સાત વર્ષનો સમય લાગ્યો છે પરંતુ તેઓ ખરાબ રીતે નિષ્ફળ ગયા.બુધવારે ટેક્સ બ્રેક સાથે શ્રીમંતોને ભેટ આપવા માટે વિજયનો ગોદ લીધા પછી, ડોનાલ્ડ ટ્રમ્પે કેમેરા તરફ જોયું અને કહ્યું, અમે આવશ્યકપણે ઓબામાકેરને રદ કર્યું છે અને અમે કંઈક સાથે આવીશું જે વધુ સારું હશે.આ બિલમાં ઓબામાકેરને રદ્દ કરવામાં આવ્યું છે, એમ તેમણે ઉમેર્યું હતું.સારું, ટ્રમ્પ કહે છે કે મોટાભાગની વસ્તુઓની જેમ, તે સાચું નથી.પરંતુ, જો ભૂતપૂર્વ રિયાલિટી શો સ્ટાર ડોન હોત",0
"મીડિયા આખો દિવસ ટ્રમ્પ અને રિપબ્લિકન પાર્ટીના ટેક્સ બિલના કૌભાંડ વિશે વાત કરે છે;તેમજ ટ્રમ્પની કેબિનેટની અને ત્યારપછી કોંગ્રેસના સભ્યોની નિર્ભેળ અસ્પષ્ટતા, તેમના ટેક્સ કૌભાંડ પછી બધુ જ પસાર થઈ ગયું હતું.પરંતુ મીડિયા એ નથી કહી રહ્યું કે ટ્રમ્પ શું ઈચ્છે છે.ટ્રમ્પ જે માને છે તે ભવ્ય સિદ્ધિની પ્રશંસા કરવાને બદલે તેઓ આખો દિવસ વિશ્લેષણ અને ચર્ચા કરી રહ્યા છે.મીડિયા કવરેજ અને કવરેજની વાત આવે ત્યારે GOP વધુને વધુ બરાબર ટ્રમ્પની જેમ સંભળાય છે",0
"એબીગેઇલ ડિઝની પિત્તળના અંડાશય સાથેની વારસદાર છે જે GOP ટેક્સ કૌભાંડ બિલમાંથી નફો મેળવશે પરંતુ તે ગરીબ લોકોને વધુ પડતાં નથી.સુશ્રી ડિઝનીએ યુએસએ ટુડે માટે એક ઓપ-એડ લખી જેમાં તેણીએ GOP ને એક નવું બનાવ્યું કારણ કે તે હંમેશા આવક અને સંપત્તિની અસમાનતા વિશે જાણતી રહી છે.બીજા શબ્દોમાં કહીએ તો, તે ડોનાલ્ડ ટ્રમ્પ, પોલ રેયાન અથવા બોબ કોર્કર નથી.અથવા મિચ મેકકોનેલ.તે એબીગેઇલ ડિઝની છે, ડેમિટ.રોનાલ્ડ રીગનની ચૂંટણીથી, અમીર અને ગરીબ વચ્ચેની ખાઈ નાટકીય રીતે વધી ગઈ છે.",0
"ડોનાલ્ડ ટ્રમ્પે હમણાં જ GOP ટેક્સ કૌભાંડને કાયદામાં હસ્તાક્ષર કર્યા.અલબત્ત, તેનો અર્થ એ થયો કે તેણે વ્હાઇટ હાઉસ ખાતેના રોઝ ગાર્ડનમાં ઉજવણી કરવા માટે કેપિટોલ હિલ પરના તેમના તમામ ક્રૂર, ક્રૂર GOP સિકોફન્ટ્સને તેમના પેર્ચમાંથી નીચે આમંત્રિત કર્યા.હવે, તે ભાગ રોજિંદા અમેરિકનોના ખર્ચે સમૃદ્ધ હેજ ફંડ મેનેજરો અને વિશાળ કોર્પોરેશનો માટે ટેક્સ કટની ઉજવણી કરવા માટે પૂરતો ખરાબ છે.અલબત્ત, ટ્રમ્પ આનંદ સાથે પોતાની બાજુમાં છે, કારણ કે આ તેમની પ્રથમ મોટી વિધાનસભાની જીતનું પ્રતિનિધિત્વ કરે છે કારણ કે તેમણે બેસવાનું શરૂ કર્યું",0
"વોલ્ટ ડિઝની વર્લ્ડ ખાતે હોલ ઓફ પ્રેસિડેન્ટ્સમાં એક નવી એનિમેટ્રોનિક આકૃતિ ઉમેરવામાં આવી હતી, જ્યાં પ્રજાસત્તાકના દરેક ભૂતપૂર્વ નેતાને ઓડિયો-એનિમેટ્રોનિક શોમાં દર્શાવવામાં આવ્યા હતા.જોન વોઈટ ડોનાલ્ડ ટ્રમ્પને મળતી આવતી આકૃતિ સંગ્રહમાં ઉમેરવામાં આવી હતી અને તે એકદમ ભયાનક છે.ઇન્ટરનેટે તે પણ નોંધ્યું છે. ડોનાલ્ડ ટ્રમ્પ એનિમેટ્રોનિકની કેટલીક વધુ તસવીરો અહીં છે.#HallOfPresidents pic.twitter.com/a45En9Jwys WDW ન્યૂઝ ટુડે (@WDWNT) ડિસેમ્બર 19, 2017 હોલ ઑફ પ્રી માં ટ્રમ્પ રોબોટ",0
"ટ્રમ્પના સમર્થકો અને કહેવાતા પ્રમુખનું મનપસંદ નેટવર્ક સ્પેશિયલ કાઉન્સેલ રોબર્ટ મુલર અને એફબીઆઈ પર આકરા પ્રહારો કરી રહ્યા છે.રશિયન તપાસના ભાગ રૂપે મ્યુલરને હજારો ટ્રાન્ઝિશન ટીમના ઇમેઇલ્સ મળ્યા પછી વ્હાઇટ હાઉસ ગભરાટના મોડમાં છે.વ્યંગાત્મક રીતે, તે સંભવતઃ ટ્રમ્પને નીચે લાવે તેવા ઇમેઇલ્સ હશે. ટ્રમ્પ ટ્રાન્ઝિશન ટીમના વકીલ દાવો કરી રહ્યા છે કે સામાન્ય સેવા વહીવટીતંત્ર દ્વારા ઇમેઇલ્સ ગેરકાયદેસર રીતે ફેરવવામાં આવી હતી કારણ કે એકાઉન્ટ માલિકો ક્યારેય પ્રાપ્ત કરતા નથી.",0
"અત્યારે, સમગ્ર વિશ્વની નજર એ ચોંકાવનારી હકીકત પર છે કે યુનાઇટેડ સ્ટેટ્સ સેનેટમાં એટર્ની જનરલ જેફ સેશન્સને બદલવાની વિશેષ ચૂંટણીમાં ડેમોક્રેટ ડગ જોન્સે રિપબ્લિકન રોય મૂરને હરાવ્યા હતા.અલબત્ત, મૂરેની ઉમેદવારી કિશોરવયની છોકરીઓની જાતીય સતામણી અને છેડતી કરવાના આરોપોથી હચમચી ઉઠી હતી અને તેમ કરવા બદલ તેના વતન ગેડ્સડેન, અલાબામાના મોલમાં પ્રતિબંધ મૂકવામાં આવ્યો હતો. તે પહેલાં પણ, મૂરે અલાબામાના રાજકારણમાં ઉશ્કેરણીજનક પાત્ર હતા, જેને ચીફ જે.",0
"સેનેટના બહુમતી વ્હીપ જ્હોન કોર્નીન (આર-ટીએક્સ) એ વિચાર્યું કે રશિયાની તપાસ અંગે વિશેષ સલાહકાર રોબર્ટ મુલર પર હુમલો કરવો એ સારો વિચાર છે.જેમ જેમ મુલરની ઘોંઘાટ સખ્ત થઈ રહી છે, રિપબ્લિકન તેમની શક્તિ ગુમાવી રહ્યા છે અને કદાચ અત્યાર સુધીના સૌથી ભ્રષ્ટ રાષ્ટ્રપતિને બચાવવા માટે મુલર અને એફબીઆઈ પર હુમલો કરી રહ્યા છે. ભૂતપૂર્વ એટર્ની જનરલ એરિક હોલ્ડરે શુક્રવારે ટ્વિટ કર્યું, અમેરિકન લોકોની વિશાળ બહુમતી વતી બોલતા, કોંગ્રેસમાં રિપબ્લિકનને ચેતવણી આપવામાં આવી છે: બોબને હટાવવાનો કોઈપણ પ્રયાસ કરવામાં આવશે નહીં.",0
"એવું લાગે છે કે ડોનાલ્ડ ટ્રમ્પ આ સમયે અમેરિકાને ટ્રોલ કરી રહ્યા છે.શરૂઆતમાં, જ્યારે તેણે આગ્રહ કરીને દેશને ગેસલાઇટ કરવાનો પ્રયાસ કર્યો કે તેના ઉદ્ઘાટન સમયે ભીડ અત્યાર સુધીની સૌથી મોટી હતી અથવા તે છેલ્લા બે ઉદ્ઘાટનની પણ નજીક હતી ત્યારે અમે બધાએ માથું ખંજવાળ્યું અને આશ્ચર્ય થયું કે તે કેવો બકવાસ રમી રહ્યો છે.પછી જ્યારે તેણે લોકોને એવા હોદ્દા પર નિમણૂક કરવાનું શરૂ કર્યું જેમાં તેમની પાસે કોઈ વ્યવસાય ન હતો, ત્યારે અમને ચિંતા થવા લાગી કે આ અમારી કરતાં વધુ ખરાબ થઈ જશે.",0
"આ #METOO ક્ષણમાં, ઘણા શક્તિશાળી પુરુષોને પછાડવામાં આવી રહ્યા છે.તે મનોરંજનથી લઈને પત્રકારત્વ, રાજકારણ અને તેનાથી આગળના ઘણા ઉદ્યોગોને ફેલાવે છે.કોઈપણ પુરુષ કે જેણે ક્યારેય મહિલાઓની જાતીય સતામણી, છેડતી અથવા હુમલો કરવા માટે તેની શક્તિનો દુરુપયોગ કરવાની હિંમત કરી હોય તો તેને જડમૂળથી દૂર કરવામાં, જાહેરમાં શરમજનક અને વહેલી નિવૃત્તિ માટે ફરજ પાડવામાં આવે તે માટે પોતાને વધુ સારી રીતે સ્વીકારે છે. કમનસીબે, તાજેતરની બોમ્બશેલ વાર્તા ખરેખર એક ધારાસભ્યની આત્મહત્યામાં પરિણમી છે.કેન્ટુકી રાજ્યના પ્રતિનિધિ ડેન જ્હોન્સને ફેસબુક પર એક સુસાઈડ નોટ છોડી હતી",0
"ડેમોક્રેટે ડીપ-રેડ અલાબામામાં સેનેટ સીટ જીતી હોવાથી, સોશિયલ મીડિયાએ દરેકના અભિપ્રાયની ઓફર કરી કારણ કે સોશિયલ મીડિયા તે જ કરે છે.ડેમોક્રેટ ડગ જોન્સે આરોપી પીડોફાઈલ અને સીરીયલ જાતીય હુમલાખોર રોય મૂરને એટર્ની જનરલ તરીકે નિયુક્ત કર્યા ત્યારે જેફ સેશન્સ દ્વારા ખાલી કરાયેલી સેનેટ સીટ માટેની ખાસ ચૂંટણીમાં સાંકડી રીતે હરાવ્યા હતા.અને કેટલાક રિપબ્લિકન આનાથી બિલકુલ દુઃખી નથી. મેઘન મેકકેઈન જોન મેકકેઈનની પુત્રીને લો.તેણી ટ્રમ્પના સૌથી મોટા સમર્થકોમાંના એક સ્ટીવ પછી તરત જ ગઈ",0
"અલાબામા એક કુખ્યાત ઊંડા લાલ રાજ્ય છે.તે એવી જગ્યા છે જ્યાં ડેમોક્રેટ્સ હંમેશા વિચારે છે કે અમારી પાસે ખાસ કરીને રાજ્યવ્યાપી ફેડરલ ચૂંટણીઓમાં જીતવાની શૂન્ય તકો છે.જો કે, સેનેટર જેફ સેશન્સને બદલવા માટેની વિશેષ ચૂંટણીમાં મંગળવારે રાત્રે એવું જ થયું.ડગ જોન્સ, ડેમોક્રેટિક સેનેટના ઉમેદવાર કે જેઓ કુ ક્લક્સ ક્લાન સભ્યો પર કેસ ચલાવવા માટે રાજ્યમાં જાણીતા છે જેમણે નાગરિક અધિકાર ચળવળ દરમિયાન ચર્ચમાં બોમ્બ ધડાકા કર્યા હતા અને ચાર નાની આફ્રિકન અમેરિકન છોકરીઓની હત્યા કરી હતી.",0
"ડોનાલ્ડ ટ્રમ્પે ગુરુવારે સવારે કર્સ્ટન ગિલીબ્રાન્ડ સામે લૈંગિક વાણી શરૂ કર્યા પછી પ્રતિક્રિયા આવી, એમ કહીને કે ડેમોક્રેટિક સેનેટર ઝુંબેશના યોગદાન માટે કંઈપણ કરશે.ટ્રમ્પ ગિલીબ્રાન્ડને વેશ્યા ગણાવતા હતા. વ્હાઇટ હાઉસના પ્રેસ સેક્રેટરી સારાહ હકાબી સેન્ડર્સે કોઈક રીતે ટ્રમ્પની ટ્વિટ લૈંગિકવાદી હોવાનો ઇનકાર કર્યો હતો.સેન્ડર્સે પત્રકારોને જણાવ્યું હતું કે સેક્સિસ્ટ હોય એવો કોઈ રસ્તો નથી. પછી સેન્ડર્સે ટ્રમ્પનો ખરેખર અર્થ શું હતો તે સમજાવવાનો પ્રયાસ કર્યો (આપણે બધા જાણીએ છીએ કે તેમનો ખરેખર અર્થ શું હતો).સેન્ડર્સ અનુસાર, ટ્ર",0
"ડોનાલ્ડ ટ્રમ્પ મજબૂત, શક્તિશાળી મહિલાઓથી ડરે છે.તે એક ભયાનક દુરૂપયોગવાદી છે, અને તેણે પોતાને વારંવાર બતાવ્યું છે.એ કંઈ નવું નથી.તેણે સૌંદર્ય રાણીના વજનની મજાક ઉડાવી છે, સ્ત્રીઓના માસિક ચક્ર વિશે વારંવાર સૂચનો કર્યા છે, અને વારંવાર એવી સ્ત્રીઓને બોલાવી છે જેઓ જાતીય સતામણી અને જાતીય હુમલોનો આરોપ મૂકે છે અને તેના પર જૂઠું હોવાની ધમકી આપી છે.હવે, તે ડેમોક્રેટિક સેનેટર કર્સ્ટન ગિલીબ્રાન્ડ (NY) પર હુમલો કરીને વધુ નીચો ગયો છે.",0
"રોનાલ્ડ રીગનને મોટે ભાગે રિપબ્લિકન પાર્ટીના મસીહા તરીકે જોવામાં આવે છે.તે માણસ પ્રમુખ બન્યાને કેટલો સમય વીતી ગયો હોવા છતાં, તે સંભવિત હોદ્દેદારો માટે હંમેશા GOP નૈતિકતાનું ઉચ્ચ ધોરણ રહ્યું છે.એટલે કે, અત્યાર સુધી.રીગન સંભવતઃ ડોનાલ્ડ ટ્રમ્પને તેના માનક-વાહક તરીકે તેમના પક્ષની સ્થિતિના વિચાર પર તેની કબરમાં ફેરવી રહ્યા છે, અને રોય મૂર (R-AL) જેવા ધર્માંધ આરોપી બાળકની છેડતી કરનાર અલાબાના આગામી GOP સેનેટર બનવાની સંભાવના પર તે સંભવતઃ તે જ કરી રહ્યા છે.",0
"2016ની ચૂંટણી દરમિયાન ટ્રમ્પ ઝુંબેશ અને રશિયા વચ્ચેની કોઈપણ સંભવિત સાંઠગાંઠ અંગે વિશેષ કાઉન્સેલ રોબર્ટ મુલરની તપાસ અંગે ન્યાયાધીશ જીનીન પીરોએ તેણીની ક્રોધાવેશની ઘટના ચાલુ રાખી છે.ફોક્સ હોસ્ટ એફબીઆઈને બદનામ કરવાનો પ્રયાસ કરી રહી છે અને અમે વિચારી રહ્યા છીએ કે બ્લુ લાઇવ્સ મેટર ભીડ ક્યાં છે કારણ કે તેણી કાયદા અમલીકરણ અધિકારીઓને નીચે કરવાનો પ્રયાસ કરે છે.શનિવારે રાત્રે, પીરોએ જણાવ્યું હતું કે એફબીઆઈ અને ન્યાય વિભાગમાં સફાઈ કરવાની જરૂર છે. પીરો દાવો કરે છે કે ઘણી ઓછી ઓફિસ",0
"ડોનાલ્ડ ટ્રમ્પે શુક્રવારે રાત્રે ફ્લોરિડાના પેન્સાકોલામાં અલાબામા સેનેટના ઉમેદવાર અને કથિત પીડોફાઇલ રોય મૂર માટે રેલી યોજી હતી, જે બાદમાં તેમણે દાવો કર્યો હતો કે તે રાફ્ટર્સથી ભરપૂર હતી પરંતુ સ્થળ માંડ માંડ અડધું સમર્થકોથી ભરેલું હતું.રેલીની બહાર, એક ઉદાર જૂથે ઇવાન્કા ટ્રમ્પના પોતાના શબ્દોનો ઉપયોગ કરીને ભૂતપૂર્વ રિયાલિટી શો સ્ટાર અને મૂરને નિશાન બનાવ્યા હતા. અમેરિકન બ્રિજ પર ઇવાન્કા ટ્રમ્પની મૂરેની ટીકા દર્શાવતા મોબાઇલ બિલબોર્ડનો ઉપયોગ કરવામાં આવ્યો હતો.ટ્રક પ્રદર્શિત, લોકો માટે નરકમાં એક વિશેષ સ્થાન છે",0
"જ્યારે સેન. અલ ફ્રેન્કેન (ડી-એમએન) એ ગુરુવારે રાજીનામું આપવાની તેમની યોજનાની જાહેરાત કરી, ત્યારે તેણે એક્સેસ હોલીવુડ વિડિયો અને રોય મૂર, એક કથિત પીડોફાઇલ કે જેઓ GOP ના આશીર્વાદ સાથે અલાબામામાં સેનેટ સીટ માટે ચૂંટણી લડી રહ્યા છે તે અંગે ડોનાલ્ડ ટ્રમ્પને ખાસ બોલાવ્યા.ડોનાલ્ડ ટ્રમ્પ જુનિયર, જે બ્રેઈનિયાક તરીકે જાણીતા નથી, તેમણે ટ્વિટર પર ફ્રેન્કનની મજાક કરવાનું નક્કી કર્યું જાણે કે તેણે ડેમોક્રેટનું અદ્ભુત ભાષણ સાંભળ્યું ન હોય.જુનિયરે ભૂતપૂર્વ કોમેડિયનના સેટરડે નાઈટ લાઈવના સૌથી જાણીતા પાત્રોમાંના એકને આમંત્રણ આપ્યું, કારણ કે",0
