text,label
"(રોઇટર્સ) - અલાબામાના અધિકારીઓએ ગુરુવારે ડેમોક્રેટ ડગ જોન્સને રાજ્યની યુએસ સેનેટ રેસના વિજેતા તરીકે પ્રમાણિત કર્યા, રાજ્યના ન્યાયાધીશે રિપબ્લિકન રોય મૂર દ્વારા પડકારને નકારી કાઢ્યા પછી, જેની ઝુંબેશ કિશોરવયની છોકરીઓ સાથે જાતીય ગેરવર્તણૂકના આરોપો દ્વારા પાટા પરથી ઉતરી ગઈ હતી.જોન્સે ખાલી પડેલી બેઠક લગભગ 22,000 મતો અથવા 1.6 ટકા પોઈન્ટથી જીતી હતી, એમ ચૂંટણી અધિકારીઓએ જણાવ્યું હતું.આનાથી તેઓ અલાબામામાં સેનેટની બેઠક જીતનાર સદીના એક ક્વાર્ટરમાં પ્રથમ ડેમોક્રેટ બન્યા.આ બેઠક અગાઉ રિપબ્લિકન પાસે હતી",1
"ન્યૂ યોર્ક/વોશિંગ્ટન (રોઇટર્સ) - નવો યુએસ ટેક્સ કોડ ઉચ્ચ ટેક્સવાળા રાજ્યોને લક્ષ્ય બનાવે છે અને તે ગેરબંધારણીય હોઈ શકે છે, ન્યૂ યોર્કના ગવર્નર એન્ડ્ર્યુ કુઓમોએ ગુરુવારે જણાવ્યું હતું કે બિલ ન્યૂ યોર્કના રહેવાસીઓના યોગ્ય પ્રક્રિયા અને સમાન સુરક્ષાના અધિકારોનું ઉલ્લંઘન કરી શકે છે.શુક્રવારે યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પ દ્વારા કાયદામાં હસ્તાક્ષર કરાયેલ સ્વીપિંગ રિપબ્લિકન ટેક્સ બિલ રાજ્ય અને સ્થાનિક આવક અને મિલકત કરની કપાત પર $10,000 ની મર્યાદા રજૂ કરે છે, જેને SALT તરીકે ઓળખવામાં આવે છે.ટેક્સ ઓવરઓલ પાર્ટીનો પ્રથમ મોટો કાયદો હતો",1
"નીચેના નિવેદનો યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પ, @realDonaldTrump અને @POTUS ના ચકાસાયેલ Twitter એકાઉન્ટ્સ પર પોસ્ટ કરવામાં આવ્યા હતા.વ્યક્ત કરેલા અભિપ્રાયો તેમના પોતાના છે.રોઇટર્સે નિવેદનોને સંપાદિત કર્યા નથી અથવા તેમની ચોકસાઈની પુષ્ટિ કરી નથી.@realDonaldTrump : - વેનિટી ફેર, જે તેના છેલ્લા પગ પર હોય તેવું લાગે છે, તેઓ ક્રુક્ડ એચ. અન્ના વિન્ટૂર પર લીધેલા નાના હિટ માટે માફી માંગવા પાછળની તરફ ઝૂકી રહ્યા છે, જેઓ સેન્ટ જેમ્સની કોર્ટમાં Amb બનવા માટે તૈયાર હતા અને CH માટે એક મોટા ભંડોળ એકત્ર કરવા માટે તૈયાર હતા.",1
"નીચેના નિવેદનો યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પ, @realDonaldTrump અને @POTUS ના ચકાસાયેલ Twitter એકાઉન્ટ્સ પર પોસ્ટ કરવામાં આવ્યા હતા.વ્યક્ત કરેલા અભિપ્રાયો તેમના પોતાના છે.રોઇટર્સે નિવેદનોને સંપાદિત કર્યા નથી અથવા તેમની ચોકસાઈની પુષ્ટિ કરી નથી.@realDonaldTrump : - “1/20 ના રોજ - જે દિવસે ટ્રમ્પનું ઉદ્ઘાટન થયું હતું - અંદાજિત 35,000 ISIS લડવૈયાઓએ ઇરાક અને સીરિયા બંનેમાં આશરે 17,500 ચોરસ માઇલનો વિસ્તાર કબજે કર્યો હતો. 12/21 સુધીમાં, યુએસ સૈન્યએ બાકીના 1,000 અથવા તેથી વધુ લડવૈયાઓનો અંદાજ મૂક્યો હતો.",1
"(ડિસેમ્બર 25ની વાર્તામાં, બીજા ફકરામાં, માનસિક આરોગ્ય વિભાગમાં સ્ટ્રોંગના એમ્પ્લોયરનું નામ સુધારે છે, જાહેર આરોગ્ય વિભાગને નહીં.) બર્ની વુડલ (રોયટર્સ) દ્વારા - એક વ્યક્તિ હોવાનો દાવો કરનાર વ્યક્તિ કે જેણે યુએસ ટ્રેઝરી સેક્રેટરી સ્ટીવન મનુચિન પર છેલ્લા સોમવારના રોજ ટેક્સ કાયદા પર હસ્તાક્ષર કર્યા હતા.પ્રમુખ ડોનાલ્ડ ટ્રમ્પ દ્વારા સપ્તાહ.રોબર્ટ સ્ટ્રોંગ, 45, લોસ એન્જલસ કાઉન્ટી મેન્ટલ એચ માટે મનોવિજ્ઞાની",1
"(રોઇટર્સ) - રાજ્યના સત્તાના સંતુલનને સ્થાનાંતરિત કરી શકે તેવી બંધાયેલ વર્જિનિયા વિધાનસભાની રેસને પતાવટ કરવા માટે એક લોટરી ડ્રોઇંગ અનિશ્ચિત સમય માટે મુલતવી રાખવામાં આવી છે, રાજ્યના ચૂંટણી અધિકારીઓએ મંગળવારે જણાવ્યું હતું કે, ડેમોક્રેટિક ઉમેદવારે કાનૂની લડત ચલાવ્યા પછી.હાઈ-સ્ટેક્સ લોટોને મુલતવી રાખવાનો નિર્ણય, જે મૂળ બુધવાર માટે સુનિશ્ચિત કરવામાં આવ્યો હતો, તે નાટકીય ચૂંટણી પુનઃગણતરીમાં નવીનતમ વળાંકને ચિહ્નિત કરે છે જેમાં એક સમયે ડેમોક્રેટ શેલી સિમન્ડ્સે રિપબ્લિકન પદના ઉમેદવાર ડેવિડ યેન્સીને એક મતથી હરાવ્યું હતું.એ",1
"વોશિંગ્ટન (રોઇટર્સ) - એક જ્યોર્જિયન-અમેરિકન ઉદ્યોગપતિ કે જેઓ 2013 માં મિસ યુનિવર્સ પેજન્ટના માલિક ડોનાલ્ડ ટ્રમ્પને મળ્યા હતા, તેને કોંગ્રેસના તપાસકર્તાઓ દ્વારા પ્રશ્ન કરવામાં આવ્યો હતો કે શું તેણે 2016 ની ચૂંટણી પ્રચાર દરમિયાન રશિયનો અને ટ્રમ્પના મોટા પુત્ર વચ્ચે મીટિંગનું આયોજન કરવામાં મદદ કરી હતી, આ બાબતથી પરિચિત ચાર સૂત્રોએ જણાવ્યું હતું.ન્યૂયોર્કમાં ટ્રમ્પ ટાવર ખાતે ડોનાલ્ડ ટ્રમ્પ જુનિયર અને અન્ય ઝુંબેશ સલાહકારોને સામેલ કરતી બેઠક કોંગ્રેસ અને સ્પેશિયલ કાઉન્સેલ રોબર્ટ મુલર દ્વારા તપાસનું કેન્દ્ર છે.",1
"નીચેના નિવેદનો યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પ, @realDonaldTrump અને @POTUS ના ચકાસાયેલ Twitter એકાઉન્ટ્સ પર પોસ્ટ કરવામાં આવ્યા હતા.વ્યક્ત કરેલા અભિપ્રાયો તેમના પોતાના છે.રોઇટર્સે નિવેદનોને સંપાદિત કર્યા નથી અથવા તેમની ચોકસાઈની પુષ્ટિ કરી નથી.@realDonaldTrump : - અમારા ટેક્સ કટ બિલના ભાગ રૂપે ખૂબ જ અયોગ્ય અને અપ્રિય વ્યક્તિગત આદેશને સમાપ્ત કરવામાં આવ્યો છે તે હકીકતના આધારે, જે અનિવાર્યપણે (સમય જતાં) ઓબામાકેરને રદ કરે છે, ડેમોક્રેટ્સ અને રિપબ્લિકન આખરે એક સાથે આવશે અને વિકાસ કરશે.",1
"(રોઇટર્સ) - વોશિંગ્ટનમાં યુએસ અપીલ કોર્ટે મંગળવારે રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પના મતદાર છેતરપિંડીની તપાસ કરી રહેલા કમિશનને યુએસ રાજ્યોમાંથી મતદાર યાદીઓ પરના ડેટાની વિનંતી કરવાની મંજૂરી આપવાના નીચલી અદાલતના નિર્ણયને સમર્થન આપ્યું હતું.ડિસ્ટ્રિક્ટ ઑફ કોલંબિયા સર્કિટ માટે યુએસ કોર્ટ ઑફ અપીલ્સે જણાવ્યું હતું કે ઇલેક્ટ્રોનિક પ્રાઇવસી ઇન્ફર્મેશન સેન્ટર (ઇપીઆઇસી) વૉચડોગ જૂથ, જેણે દાવો દાખલ કર્યો હતો, વ્યક્તિઓ એકત્ર કરતા પહેલા ગોપનીયતાની ચિંતાઓની સમીક્ષા કરવા માટે રાષ્ટ્રપતિના કમિશનને દબાણ કરવા માટે કાનૂની સ્થિતિ ધરાવતા નથી.",1
"(રોઇટર્સ) - એક પોશ લોસ એન્જલસ પડોશમાં યુએસ ટ્રેઝરી સેક્રેટરી સ્ટીવન મનુચિનના ઘરને સંબોધિત એક ભેટ-આવરિત પેકેજ કે જેમાં બોમ્બ હોવાની શંકા હતી તેના બદલે ઘોડાના ખાતરથી ભરેલું હતું, પોલીસે સ્થાનિક મીડિયાને જણાવ્યું હતું.લોસ એન્જલસ પોલીસ વિભાગે લોસ એન્જલસ ટાઇમ્સ અને કેએનબીસી ટેલિવિઝનને જણાવ્યું હતું કે, બેલ એરમાં બાજુના પડોશીના ડ્રાઇવવેમાં શનિવારે સાંજે પેકેજ મળી આવ્યું હતું, જે લોસ એન્જલસમાં એનબીસી સંલગ્ન છે.પેકેજમાં ક્રિસમસ કાર્ડ પણ સામેલ છે જેમાં નકારાત્મક ટિપ્પણીઓ છે",1
"વોશિંગ્ટન (રોઇટર્સ) - સિએટલમાં એક ફેડરલ ન્યાયાધીશે શનિવારે યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પના શરણાર્થીઓના પ્રવેશ પરના નવા પ્રતિબંધોને આંશિક રીતે અવરોધિત કર્યા, ઇમિગ્રેશન અને યુનાઇટેડ સ્ટેટ્સની મુસાફરીને ઘટાડવાના તેમના પ્રયાસો માટે નવીનતમ કાનૂની હાર.યુએસ ડિસ્ટ્રિક્ટ જજ જેમ્સ રોબાર્ટનો નિર્ણય ટ્રમ્પ વહીવટીતંત્ર દ્વારા ઑક્ટોબરના અંતમાં લાગુ કરાયેલા નિયમો પરનો પ્રથમ ન્યાયિક અંકુશ છે જેણે શરણાર્થીઓની સંખ્યામાં તીવ્ર ઘટાડો કરવામાં નોંધપાત્ર યોગદાન આપ્યું છે.",1
"ન્યૂ યોર્ક (રોઇટર્સ) - યુએસ જસ્ટિસ ડિપાર્ટમેન્ટે ઇમિગ્રેશન ન્યાયાધીશો માટે નવી માર્ગદર્શિકા જારી કરી છે જે તેમના કોર્ટરૂમમાં દેખાતા બિનસાથે કિશોરોને કેવી રીતે સુરક્ષિત કરવી તે માટેની કેટલીક સૂચનાઓને દૂર કરે છે.એક્ઝિક્યુટિવ ઑફિસ ફોર ઇમિગ્રેશન રિવ્યૂ (EOIR) દ્વારા જારી કરાયેલ 20 ડિસેમ્બરનો મેમો, 2007ની માર્ગદર્શિકાને બદલે છે, જે નીતિઓ અને કાર્યવાહી ન્યાયાધીશોએ એકલા ગેરકાયદેસર રીતે સરહદ પાર કરનારા બાળકો સાથેના વ્યવહારમાં અનુસરવા જોઈએ અને સંભવિત દેશનિકાલનો સામનો કરવો જોઈએ.નવો મેમો સૂચનોને દૂર કરે છે",1
"(રોઇટર્સ) - એક યુએસ અપીલ કોર્ટે શુક્રવારે જણાવ્યું હતું કે પ્રમુખ ડોનાલ્ડ ટ્રમ્પ દ્વારા છ મુસ્લિમ બહુમતી ધરાવતા દેશોના લોકોને નિશાન બનાવતા ભારે હરીફાઈવાળા પ્રવાસ પ્રતિબંધને મજબૂત યુએસ સંબંધો ધરાવતા લોકો પર લાગુ થવો જોઈએ નહીં.9મી યુ.એસ. સર્કિટ કોર્ટ ઓફ અપીલ્સ, જે ઘણા વેસ્ટ કોસ્ટ રાજ્યોને આવરી લે છે, એ પણ જણાવ્યું હતું કે યુએસ સુપ્રીમ કોર્ટ દ્વારા ટ્રમ્પ વહીવટીતંત્ર તરફથી મુસાફરી પ્રતિબંધના નવીનતમ સંસ્કરણ પર નિર્ણય ન આવે ત્યાં સુધી તેના ચુકાદાને રોકી દેવામાં આવશે.જાન્યુઆરીમાં સત્તા સંભાળ્યા બાદથી ટ્રમ્પ સંઘર્ષ કરી રહ્યા છે",1
"વોશિંગ્ટન (રોઇટર્સ) - વોશિંગ્ટનમાં ફેડરલ અપીલ કોર્ટે શુક્રવારે રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પના વહીવટીતંત્ર દ્વારા યુએસ સૈન્યને જાન્યુઆરી 1 થી શરૂ થતા ટ્રાન્સજેન્ડર ભરતીઓને સ્વીકારવાથી રોકવાની બિડને નકારી કાઢી હતી, આ અઠવાડિયે આવો ચુકાદો આપનારી બીજી અદાલત હતી.દેશભરના ચાર ફેડરલ ન્યાયાધીશોએ સૈન્યમાંથી ટ્રાન્સજેન્ડર લોકો પર ટ્રમ્પના પ્રતિબંધને અવરોધિત કરવા માટે મનાઈ હુકમો જારી કર્યા છે, જેમાં શુક્રવારે પણ સોંપવામાં આવ્યો હતો.વહીવટીતંત્રે અગાઉના ત્રણ ચુકાદાઓને અપીલ કરી છે.માં",1
"લિમા (રોઇટર્સ) - પેરુના રાષ્ટ્રપતિ પેડ્રો પાબ્લો કુઝિનસ્કી આ અઠવાડિયે તેમને સત્તામાંથી હટાવવાના પ્રયાસમાં આશ્ચર્યજનક વિજેતા બની શકે છે, કેટલાક વિપક્ષી ધારાશાસ્ત્રીઓએ તેમને ટેકો આપવા માટે પક્ષના નેતાઓ સાથે રેન્ક તોડી નાખ્યા પછી, તેમના હાથને મજબૂત કરી શકે તેવા ભાગલા ખોલ્યા.કોંગ્રેસની બહુમતી હોવા છતાં, જમણેરી વિપક્ષી પાર્ટી પોપ્યુલર ફોર્સ ગુરુવારે કુઝિનસ્કીને પદ પરથી હટાવવાની દરખાસ્ત દ્વારા દબાણ કરવામાં અસમર્થ હતી, તેના પોતાના 10 ધારાસભ્યોએ રાષ્ટ્રપતિને બચાવવા માટે રેન્ક તોડી નાખ્યા પછી.આ",1
"વોશિંગ્ટન (રોઇટર્સ) - યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પે શુક્રવારે રિપબ્લિકન્સના $ 1.5 ટ્રિલિયનના જંગી ટેક્સ ઓવરઓલ પર હસ્તાક્ષર કર્યા, જે તેમના કાર્યાલયમાં પ્રથમ વર્ષની સૌથી મોટી કાયદાકીય જીતને સિમેન્ટ કરે છે, અને ટૂંકા ગાળાના ખર્ચના બિલને પણ મંજૂરી આપે છે જે સંભવિત સરકારી શટડાઉનને ટાળે છે.ટ્રમ્પે જણાવ્યું હતું કે તેઓ જાન્યુઆરીમાં વધુ ઔપચારિક સમારંભ યોજવાને બદલે ફ્લોરિડામાં તેમના માર-એ-લાગો એસ્ટેટ માટે શુક્રવારે વોશિંગ્ટન છોડતા પહેલા ટેક્સ બિલ પર હસ્તાક્ષર કરવા માગે છે, જેથી તેઓ કામ પૂર્ણ કરવાનું વચન પાળી શકે.",1
"વોશિંગ્ટન (રોઇટર્સ) - યુએસ નાણાકીય નિયમનકારોએ શુક્રવારે જણાવ્યું હતું કે નવું ટેક્સ બિલ સમયસર નાણાકીય રિપોર્ટિંગને મુશ્કેલ બનાવી શકે છે, જાહેર કંપનીઓ નાણાકીય અહેવાલોમાં નવા ટેક્સ કાયદાની અસર વિશે અનિશ્ચિત હોય ત્યારે વાજબી અંદાજો કરી શકે છે, અને અંતિમ આંકડાઓની જાણ કરવા માટે એક વર્ષ સુધીનો સમયગાળો હશે.સિક્યોરિટીઝ એન્ડ એક્સચેન્જ કમિશનનું બુલેટિન યુએસ ચેમ્બર ઓફ કોમર્સે ગુરુવારે ચેતવણી આપી હતી કે કેટલીક યુએસ લિસ્ટેડ કંપનીઓ તેમની વાર્ષિક ફાઇલ કરવા માટે સંઘર્ષ કરી શકે છે.",1
"નીચેના નિવેદનો યુએસ પ્રમુખ ડોનાલ્ડ ટ્રમ્પ, @realDonaldTrump અને @POTUS ના ચકાસાયેલ Twitter એકાઉન્ટ્સ પર પોસ્ટ કરવામાં આવ્યા હતા.વ્યક્ત કરેલા અભિપ્રાયો તેમના પોતાના છે.રોઇટર્સે નિવેદનોને સંપાદિત કર્યા નથી અથવા તેમની ચોકસાઈની પુષ્ટિ કરી નથી.@realDonaldTrump : - અમારા મોટા અને ખૂબ જ લોકપ્રિય ટેક્સ કટ એન્ડ રિફોર્મ બિલે ""પ્રેમ"" નો અણધાર્યો નવો સ્ત્રોત લીધો છે - તે છે મોટી કંપનીઓ અને કોર્પોરેશનો તેમના કામદારોને બોનસ આપી રહ્યાં છે.આ એક એવી ઘટના છે જેના વિશે કોઈએ વિચાર્યું પણ ન હતું, અને હવે તે છે",1
"મેક્સિકો સિટી (રોઇટર્સ) - મેક્સિકોનું નાણા મંત્રાલય મૂલ્યાંકન કરશે કે શું યુએસ ટેક્સ સુધારાના પ્રતિભાવમાં નાણાકીય ફેરફારો કરવા કે કેમ, રોઇટર્સ દ્વારા શુક્રવારે જોવામાં આવેલા દસ્તાવેજ અનુસાર.દસ્તાવેજમાં, મંત્રાલયે જણાવ્યું હતું કે મેક્સિકો એવા ફેરફારો કરશે નહીં કે જેનાથી તે ઉચ્ચ જાહેર ક્ષેત્રની ખાધ સાથે રહે.""તેમ છતાં, મેક્સિકોના નાણાકીય માળખામાં ફેરફાર કરવા જોઈએ કે કેમ તેનું મૂલ્યાંકન કરવામાં આવશે,"" દસ્તાવેજે જણાવ્યું હતું.",1
"વોશિંગ્ટન (રોઇટર્સ) - યુએસ સેનેટના બહુમતી નેતા મિચ મેકકોનેલે શુક્રવારે જણાવ્યું હતું કે બદલાતા લેન્ડસ્કેપથી તે નવા વર્ષની શરૂઆતમાં ઇમિગ્રેશન અને નાણાકીય નિયમન પર ડેમોક્રેટ્સ સાથે કામ કરવા તરફ દોરી જશે, એક વર્ષ પછી ઉગ્રતા અને પક્ષપાતી કાયદા.વર્ષના અંતમાં ન્યૂઝ કોન્ફરન્સમાં, મેકકોનેલે જાન્યુઆરીમાં પ્રમુખ ડોનાલ્ડ ટ્રમ્પે સત્તા સંભાળી ત્યારથી રિપબ્લિકન સિદ્ધિઓની યાદીમાં જણાવ્યું હતું.તે સુપ્રીમ કોર્ટમાં નીલ ગોર્સચની પુષ્ટિ સાથે શરૂ થયું અને ઓવરહોલ સાથે સમાપ્ત થયું",1
